0	31
1	91
2	111
3	112
4	113
5	125
6	137
7	156
8	184
9	204
10	206
11	225
12	240
13	319
14	354
15	354
16	364
17	371
18	387
19	394
20	412
21	450
22	506
23	513
24	547
25	601
26	664
27	666
28	677
29	699
30	706
31	722
32	747
33	753
34	761
35	770
36	784
37	789
38	795
39	806
40	848
41	877
42	889
43	891
44	926
45	953
46	980
47	1007
48	1011
49	1020
50	1034
51	1039
52	1041
53	1050
54	1059
55	1068
56	1071
57	1080
58	1082
59	1085
60	1092
61	1096
62	1117
63	1120
64	1124
65	1140
66	1161
67	1171
68	1186
69	1192
70	1203
71	1228
72	1231
73	1237
74	1249
75	1273
76	1274
77	1290
78	1292
79	1328
80	1335
81	1336
82	1340
83	1363
84	1379
85	1401
86	1408
87	1445
88	1449
89	1460
90	1514
91	1533
92	1536
93	1564
94	1580
95	1595
96	1624
97	1642
98	1663
99	1679
100	1683
101	1686
102	1725
103	1725
104	1726
105	1755
106	1765
107	1783
108	1798
109	1832
110	1839
111	1869
112	1880
113	1916
114	1932
115	1934
116	1941
117	1971
118	1988
119	2017
120	2040
121	2067
122	2069
123	2095
124	2103
125	2107
126	2108
127	2113
128	2118
129	2125
130	2135
131	2138
132	2142
133	2144
134	2148
135	2153
136	2154
137	2156
138	2160
139	2185
140	2191
141	2199
142	2213
143	2220
144	2221
145	2249
146	2256
147	2273
148	2282
149	2286
150	2286
151	2304
152	2317
153	2334
154	2358
155	2367
156	2367
157	2371
158	2376
159	2404
160	2417
161	2427
162	2449
163	2450
164	2461
165	2518
166	2530
167	2549
168	2566
169	2569
170	2572
171	2579
172	2597
173	2603
174	2645
175	2650
176	2670
177	2683
178	2688
179	2717
180	2728
181	2738
182	2752
183	2764
184	2804
185	2836
186	2850
187	2866
188	2884
189	2894
190	2907
191	2912
192	2947
193	2949
194	3003
195	3004
196	3062
197	3062
198	3071
199	3077
200	3079
201	3084
202	3119
203	3134
204	3213
205	3283
206	3284
207	3312
208	3327
209	3328
210	3329
211	3330
212	3354
213	3392
214	3484
215	3484
216	3484
217	3538
218	3538
219	3539
220	3547
221	3574
222	3577
223	3631
224	3723
225	3725
226	3733
227	3783
228	3826
229	3959
230	4102
231	4111
232	4147
233	4158
234	4179
235	4184
236	4194
237	4287
238	4307
239	4325
240	4419
241	4468
242	4488
243	4547
244	4565
245	4594
246	4645
247	4664
248	4760
249	4782
250	4867
251	4870
252	4890
253	4913
254	4918
255	4926
256	4941
257	4947
258	4963
259	5030
260	5040
261	5050
262	5098
263	5108
264	5154
265	5158
266	5159
267	5204
268	5331
269	5339
270	5369
271	5373
272	5435
273	5499
274	5553
275	5558
276	5591
277	5646
278	5683
279	5762
280	5824
281	5875
282	5931
283	5950
284	5953
285	5995
286	6003
287	6011
288	6053
289	6074
290	6098
291	6102
292	6121
293	6124
294	6132
295	6156
296	6169
297	6179
298	6191
299	6200
300	6213
301	6217
302	6233
303	6254
304	6259
305	6276
306	6277
307	6281
308	6293
309	6297
310	6320
311	6339
312	6341
313	6354
314	6355
315	6360
316	6363
317	6383
318	6399
319	6412
320	6430
321	6452
322	6457
323	6469
324	6476
325	6505
326	6511
327	6521
328	6530
329	6543
330	6558
331	6572
332	6607
333	6632
334	6640
335	6653
336	6666
337	6694
338	6763
339	6770
340	6799
341	6807
342	6821
343	6825
344	6834
