0	48539382
1	144661829
2	153440022
3	3259992
4	144108062
5	153096457
6	144484861
7	144467753
8	1754860
9	143826491
10	81080659
11	1753432
12	34838386
13	40566417
14	2827616
15	2517795
16	1686924
17	145081362
18	145034054
19	1748523
20	144002017
21	1775622
22	2745001
23	1746662
24	1678311
25	1388372395
26	40627523
27	2804918
28	145419642
29	2456863
30	1734693
31	1702915
32	1682383
33	1704699
34	1745410
35	1768909
36	2421201
37	1388317459
38	2645384
39	1389955537
40	1797840
41	145757665
42	144030870
43	145260024
44	1721860
45	144830983
46	1706280
47	47362268
48	145057514
49	1694621
50	145610994
51	2114485554
52	9229182
53	1801197
54	2023052
55	1776014
56	48395540
57	145824029
58	34650964
59	145771261
60	5164568
61	1712865
62	1743600
63	2503659
64	1687524
65	1699054
66	1697444
67	1979489
68	1387872181
69	3436470
70	144639556
71	143967473
72	2681954
73	1967156
74	1723876
75	1688882
76	2969311
77	34313265
78	7446832
79	47971768
80	1744700
81	143684647
82	143977268
83	1760871
84	1701686
85	1789499
86	1771307
87	1407546424
88	145380991
89	1796335
90	1704657
91	1751762
92	1702139
93	3007442
94	2211263
95	2749512
96	1722983
97	144154444
98	144162125
99	40333747
100	2782886
101	143724861
102	37019006
103	3174388
104	1678622
105	3383281
106	1388387856
107	144570279
108	1404459229
109	1689108
110	3072326
111	1746871
112	48920094
113	1707625
114	1684175
115	1680133
116	143711382
117	34885007
118	1785346
119	1763295
120	145532827
121	1702172
122	9486035
123	1777528
124	1694826
125	7718952
126	2662221
127	40457423
128	2706423
129	152663162
130	46881670
131	145124475
132	1753210
133	3137672
134	153191489
135	16443937
136	2261881
137	1708654
138	3331540
139	1715782
140	46378362
141	1689992
142	1697141
143	1725303
144	144885169
145	2108309275
146	1793529
147	2711839
148	2110264337
149	48004138
150	35729970
151	1811427
152	1388574431
153	39092098
154	1737568
155	1804104
156	1996134
157	144269589
158	2594093
159	152551711
160	2791430
161	50142992
162	1954250
163	35132120
164	1391126980
165	143627859
166	2019153
167	1722180
168	1732570
169	1784667
